state,action,next_state,probability,count
front=near|left=ideal|right=far|back=far,Move-Forward,front=near|left=ideal|right=far|back=far,0.837209,0
front=near|left=ideal|right=far|back=far,Move-Forward,front=near|left=far|right=far|back=far,0.007752,0
front=near|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.003876,0
front=near|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=far|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=far|back=far,0.023256,0
front=near|left=ideal|right=far|back=far,Move-Forward,front=far|left=ideal|right=far|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=too_close|right=far|back=far,0.031008,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=near|back=far,0.007752,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=far,0.011628,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=far|back=near,0.065891,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=far|back=far,0.837209,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=far|right=far|back=far,0.007752,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.023256,0
front=near|left=ideal|right=far|back=far,Slight-Right-Turn,front=far|left=ideal|right=far|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=too_close|right=far|back=far,0.031008,8
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=near|back=far,0.007752,2
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=near,0.003876,1
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=far,0.011628,3
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=far|back=near,0.065891,17
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=far|back=far,0.837209,216
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=far|right=far|back=far,0.007752,2
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.003876,1
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=near,0.003876,1
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=far,0.023256,6
front=near|left=ideal|right=far|back=far,Sharp-Right-Turn,front=far|left=ideal|right=far|back=near,0.003876,1
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=too_close|right=far|back=far,0.031008,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=near|back=far,0.007752,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=far,0.011628,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=far|back=near,0.065891,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=far|back=far,0.837209,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=far|right=far|back=far,0.007752,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.003876,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=far,0.023256,0
front=near|left=ideal|right=far|back=far,Slight-Left-Turn,front=far|left=ideal|right=far|back=near,0.003876,0
front=near|left=far|right=near|back=near,Move-Forward,front=near|left=far|right=near|back=near,1.0,0
front=near|left=far|right=near|back=near,Slight-Right-Turn,front=near|left=far|right=near|back=near,1.0,0
front=near|left=far|right=near|back=near,Sharp-Right-Turn,front=near|left=far|right=near|back=near,1.0,0
front=near|left=far|right=near|back=near,Slight-Left-Turn,front=near|left=far|right=near|back=near,1.0,0
front=near|left=far|right=near|back=far,Move-Forward,front=near|left=far|right=near|back=far,0.952381,0
front=near|left=far|right=near|back=far,Move-Forward,front=near|left=far|right=mid|back=far,0.02381,0
front=near|left=far|right=near|back=far,Move-Forward,front=near|left=lost|right=near|back=far,0.02381,0
front=near|left=far|right=near|back=far,Slight-Right-Turn,front=near|left=far|right=near|back=far,0.952381,0
front=near|left=far|right=near|back=far,Slight-Right-Turn,front=near|left=far|right=mid|back=far,0.02381,0
front=near|left=far|right=near|back=far,Slight-Right-Turn,front=near|left=lost|right=near|back=far,0.02381,0
front=near|left=far|right=near|back=far,Sharp-Right-Turn,front=near|left=far|right=near|back=far,0.952381,40
front=near|left=far|right=near|back=far,Sharp-Right-Turn,front=near|left=far|right=mid|back=far,0.02381,1
front=near|left=far|right=near|back=far,Sharp-Right-Turn,front=near|left=lost|right=near|back=far,0.02381,1
front=near|left=far|right=near|back=far,Slight-Left-Turn,front=near|left=far|right=near|back=far,0.952381,0
front=near|left=far|right=near|back=far,Slight-Left-Turn,front=near|left=far|right=mid|back=far,0.02381,0
front=near|left=far|right=near|back=far,Slight-Left-Turn,front=near|left=lost|right=near|back=far,0.02381,0
front=near|left=far|right=mid|back=near,Move-Forward,front=near|left=too_close|right=mid|back=near,0.1875,0
front=near|left=far|right=mid|back=near,Move-Forward,front=near|left=ideal|right=mid|back=near,0.5,0
front=near|left=far|right=mid|back=near,Move-Forward,front=near|left=far|right=mid|back=near,0.25,0
front=near|left=far|right=mid|back=near,Move-Forward,front=far|left=too_close|right=mid|back=near,0.0625,0
front=near|left=far|right=mid|back=near,Slight-Right-Turn,front=near|left=too_close|right=mid|back=near,0.1875,0
front=near|left=far|right=mid|back=near,Slight-Right-Turn,front=near|left=ideal|right=mid|back=near,0.5,0
front=near|left=far|right=mid|back=near,Slight-Right-Turn,front=near|left=far|right=mid|back=near,0.25,0
front=near|left=far|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=mid|back=near,0.0625,0
front=near|left=far|right=mid|back=near,Sharp-Right-Turn,front=near|left=too_close|right=mid|back=near,0.1875,3
front=near|left=far|right=mid|back=near,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=near,0.5,8
front=near|left=far|right=mid|back=near,Sharp-Right-Turn,front=near|left=far|right=mid|back=near,0.25,4
front=near|left=far|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=near,0.0625,1
front=near|left=far|right=mid|back=near,Slight-Left-Turn,front=near|left=too_close|right=mid|back=near,0.1875,0
front=near|left=far|right=mid|back=near,Slight-Left-Turn,front=near|left=ideal|right=mid|back=near,0.5,0
front=near|left=far|right=mid|back=near,Slight-Left-Turn,front=near|left=far|right=mid|back=near,0.25,0
front=near|left=far|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=mid|back=near,0.0625,0
front=near|left=far|right=mid|back=far,Move-Forward,front=near|left=ideal|right=mid|back=far,0.333333,0
front=near|left=far|right=mid|back=far,Move-Forward,front=near|left=far|right=mid|back=far,0.555556,0
front=near|left=far|right=mid|back=far,Move-Forward,front=near|left=far|right=far|back=far,0.111111,0
front=near|left=far|right=mid|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=far,0.333333,0
front=near|left=far|right=mid|back=far,Slight-Right-Turn,front=near|left=far|right=mid|back=far,0.555556,0
front=near|left=far|right=mid|back=far,Slight-Right-Turn,front=near|left=far|right=far|back=far,0.111111,0
front=near|left=far|right=mid|back=far,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=far,0.333333,6
front=near|left=far|right=mid|back=far,Sharp-Right-Turn,front=near|left=far|right=mid|back=far,0.555556,10
front=near|left=far|right=mid|back=far,Sharp-Right-Turn,front=near|left=far|right=far|back=far,0.111111,2
front=near|left=far|right=mid|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=far,0.333333,0
front=near|left=far|right=mid|back=far,Slight-Left-Turn,front=near|left=far|right=mid|back=far,0.555556,0
front=near|left=far|right=mid|back=far,Slight-Left-Turn,front=near|left=far|right=far|back=far,0.111111,0
front=near|left=far|right=far|back=near,Move-Forward,front=near|left=ideal|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Move-Forward,front=near|left=far|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Move-Forward,front=mid|left=far|right=mid|back=near,0.333333,0
front=near|left=far|right=far|back=near,Slight-Right-Turn,front=near|left=ideal|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Slight-Right-Turn,front=near|left=far|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Slight-Right-Turn,front=mid|left=far|right=mid|back=near,0.333333,0
front=near|left=far|right=far|back=near,Sharp-Right-Turn,front=near|left=ideal|right=far|back=near,0.333333,1
front=near|left=far|right=far|back=near,Sharp-Right-Turn,front=near|left=far|right=far|back=near,0.333333,1
front=near|left=far|right=far|back=near,Sharp-Right-Turn,front=mid|left=far|right=mid|back=near,0.333333,1
front=near|left=far|right=far|back=near,Slight-Left-Turn,front=near|left=ideal|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Slight-Left-Turn,front=near|left=far|right=far|back=near,0.333333,0
front=near|left=far|right=far|back=near,Slight-Left-Turn,front=mid|left=far|right=mid|back=near,0.333333,0
front=near|left=far|right=far|back=far,Move-Forward,front=near|left=ideal|right=far|back=far,0.153846,0
front=near|left=far|right=far|back=far,Move-Forward,front=near|left=far|right=mid|back=far,0.153846,0
front=near|left=far|right=far|back=far,Move-Forward,front=near|left=far|right=far|back=near,0.076923,0
front=near|left=far|right=far|back=far,Move-Forward,front=near|left=far|right=far|back=far,0.615385,0
front=near|left=far|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=far|back=far,0.153846,0
front=near|left=far|right=far|back=far,Slight-Right-Turn,front=near|left=far|right=mid|back=far,0.153846,0
front=near|left=far|right=far|back=far,Slight-Right-Turn,front=near|left=far|right=far|back=near,0.076923,0
front=near|left=far|right=far|back=far,Slight-Right-Turn,front=near|left=far|right=far|back=far,0.615385,0
front=near|left=far|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=far|back=far,0.153846,2
front=near|left=far|right=far|back=far,Sharp-Right-Turn,front=near|left=far|right=mid|back=far,0.153846,2
front=near|left=far|right=far|back=far,Sharp-Right-Turn,front=near|left=far|right=far|back=near,0.076923,1
front=near|left=far|right=far|back=far,Sharp-Right-Turn,front=near|left=far|right=far|back=far,0.615385,8
front=near|left=far|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=far|back=far,0.153846,0
front=near|left=far|right=far|back=far,Slight-Left-Turn,front=near|left=far|right=mid|back=far,0.153846,0
front=near|left=far|right=far|back=far,Slight-Left-Turn,front=near|left=far|right=far|back=near,0.076923,0
front=near|left=far|right=far|back=far,Slight-Left-Turn,front=near|left=far|right=far|back=far,0.615385,0
front=near|left=lost|right=near|back=near,Move-Forward,front=near|left=lost|right=near|back=near,1.0,0
front=near|left=lost|right=near|back=near,Slight-Right-Turn,front=near|left=lost|right=near|back=near,1.0,0
front=near|left=lost|right=near|back=near,Sharp-Right-Turn,front=near|left=lost|right=near|back=near,1.0,0
front=near|left=lost|right=near|back=near,Slight-Left-Turn,front=near|left=lost|right=near|back=near,1.0,0
front=near|left=lost|right=near|back=far,Move-Forward,front=near|left=far|right=near|back=far,0.2,0
front=near|left=lost|right=near|back=far,Move-Forward,front=near|left=lost|right=near|back=far,0.8,0
front=near|left=lost|right=near|back=far,Slight-Right-Turn,front=near|left=far|right=near|back=far,0.2,0
front=near|left=lost|right=near|back=far,Slight-Right-Turn,front=near|left=lost|right=near|back=far,0.8,0
front=near|left=lost|right=near|back=far,Sharp-Right-Turn,front=near|left=far|right=near|back=far,0.2,1
front=near|left=lost|right=near|back=far,Sharp-Right-Turn,front=near|left=lost|right=near|back=far,0.8,4
front=near|left=lost|right=near|back=far,Slight-Left-Turn,front=near|left=far|right=near|back=far,0.2,0
front=near|left=lost|right=near|back=far,Slight-Left-Turn,front=near|left=lost|right=near|back=far,0.8,0
front=near|left=lost|right=mid|back=near,Move-Forward,front=near|left=lost|right=mid|back=near,1.0,0
front=near|left=lost|right=mid|back=near,Slight-Right-Turn,front=near|left=lost|right=mid|back=near,1.0,0
front=near|left=lost|right=mid|back=near,Sharp-Right-Turn,front=near|left=lost|right=mid|back=near,1.0,0
front=near|left=lost|right=mid|back=near,Slight-Left-Turn,front=near|left=lost|right=mid|back=near,1.0,0
front=near|left=lost|right=mid|back=far,Move-Forward,front=near|left=lost|right=mid|back=far,1.0,0
front=near|left=lost|right=mid|back=far,Slight-Right-Turn,front=near|left=lost|right=mid|back=far,1.0,0
front=near|left=lost|right=mid|back=far,Sharp-Right-Turn,front=near|left=lost|right=mid|back=far,1.0,0
front=near|left=lost|right=mid|back=far,Slight-Left-Turn,front=near|left=lost|right=mid|back=far,1.0,0
front=near|left=lost|right=far|back=near,Move-Forward,front=near|left=lost|right=far|back=near,1.0,0
front=near|left=lost|right=far|back=near,Slight-Right-Turn,front=near|left=lost|right=far|back=near,1.0,0
front=near|left=lost|right=far|back=near,Sharp-Right-Turn,front=near|left=lost|right=far|back=near,1.0,0
front=near|left=lost|right=far|back=near,Slight-Left-Turn,front=near|left=lost|right=far|back=near,1.0,0
front=near|left=lost|right=far|back=far,Move-Forward,front=near|left=lost|right=far|back=far,1.0,0
front=near|left=lost|right=far|back=far,Slight-Right-Turn,front=near|left=lost|right=far|back=far,1.0,0
front=near|left=lost|right=far|back=far,Sharp-Right-Turn,front=near|left=lost|right=far|back=far,1.0,0
front=near|left=lost|right=far|back=far,Slight-Left-Turn,front=near|left=lost|right=far|back=far,1.0,0
front=mid|left=too_close|right=near|back=near,Move-Forward,front=mid|left=too_close|right=near|back=near,1.0,0
front=mid|left=too_close|right=near|back=near,Slight-Right-Turn,front=mid|left=too_close|right=near|back=near,1.0,0
front=mid|left=too_close|right=near|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=near|back=near,1.0,0
front=mid|left=too_close|right=near|back=near,Slight-Left-Turn,front=mid|left=too_close|right=near|back=near,1.0,0
front=mid|left=too_close|right=near|back=far,Move-Forward,front=mid|left=too_close|right=near|back=far,1.0,0
front=mid|left=too_close|right=near|back=far,Slight-Right-Turn,front=mid|left=too_close|right=near|back=far,1.0,0
front=mid|left=too_close|right=near|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=near|back=far,1.0,0
front=mid|left=too_close|right=near|back=far,Slight-Left-Turn,front=mid|left=too_close|right=near|back=far,1.0,0
front=mid|left=too_close|right=mid|back=near,Move-Forward,front=mid|left=too_close|right=mid|back=near,0.285714,2
front=mid|left=too_close|right=mid|back=near,Move-Forward,front=mid|left=too_close|right=mid|back=far,0.142857,1
front=mid|left=too_close|right=mid|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=near,0.571429,4
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=near|left=too_close|right=mid|back=near,0.042857,3
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.714286,50
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.142857,10
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=too_close|right=far|back=near,0.028571,2
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=mid|back=near,0.057143,4
front=mid|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=mid|back=far,0.014286,1
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=near|left=too_close|right=mid|back=near,0.038961,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.675325,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.142857,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=near,0.025974,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.051948,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=near,0.051948,0
front=mid|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=far,0.012987,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=near|left=too_close|right=mid|back=near,0.038961,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=near,0.675325,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=far,0.142857,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=too_close|right=far|back=near,0.025974,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=near,0.051948,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=mid|back=near,0.051948,0
front=mid|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=mid|back=far,0.012987,0
front=mid|left=too_close|right=mid|back=far,Move-Forward,front=mid|left=too_close|right=mid|back=far,0.5,4
front=mid|left=too_close|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.5,4
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=near|left=too_close|right=mid|back=far,0.005882,1
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.094118,16
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.805882,137
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=mid|left=too_close|right=far|back=near,0.005882,1
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=mid|left=too_close|right=far|back=far,0.005882,1
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=too_close|right=mid|back=near,0.011765,2
front=mid|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=too_close|right=mid|back=far,0.070588,12
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=near|left=too_close|right=mid|back=far,0.005618,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.089888,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.792135,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=near,0.005618,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=far,0.005618,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.022472,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=near,0.011236,0
front=mid|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=far,0.067416,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=near|left=too_close|right=mid|back=far,0.005618,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=near,0.089888,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=far,0.792135,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=too_close|right=far|back=near,0.005618,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=too_close|right=far|back=far,0.005618,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.022472,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=too_close|right=mid|back=near,0.011236,0
front=mid|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=too_close|right=mid|back=far,0.067416,0
front=mid|left=too_close|right=far|back=near,Move-Forward,front=mid|left=too_close|right=far|back=near,0.4,2
front=mid|left=too_close|right=far|back=near,Move-Forward,front=mid|left=too_close|right=far|back=far,0.2,1
front=mid|left=too_close|right=far|back=near,Move-Forward,front=mid|left=ideal|right=far|back=near,0.4,2
front=mid|left=too_close|right=far|back=near,Slight-Right-Turn,front=mid|left=too_close|right=far|back=near,0.84,42
front=mid|left=too_close|right=far|back=near,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.08,4
front=mid|left=too_close|right=far|back=near,Slight-Right-Turn,front=far|left=too_close|right=far|back=near,0.08,4
front=mid|left=too_close|right=far|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=near,0.8,0
front=mid|left=too_close|right=far|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=far,0.018182,0
front=mid|left=too_close|right=far|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=near,0.109091,0
front=mid|left=too_close|right=far|back=near,Sharp-Right-Turn,front=far|left=too_close|right=far|back=near,0.072727,0
front=mid|left=too_close|right=far|back=near,Slight-Left-Turn,front=mid|left=too_close|right=far|back=near,0.8,0
front=mid|left=too_close|right=far|back=near,Slight-Left-Turn,front=mid|left=too_close|right=far|back=far,0.018182,0
front=mid|left=too_close|right=far|back=near,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.109091,0
front=mid|left=too_close|right=far|back=near,Slight-Left-Turn,front=far|left=too_close|right=far|back=near,0.072727,0
front=mid|left=too_close|right=far|back=far,Move-Forward,front=near|left=too_close|right=far|back=far,0.2,1
front=mid|left=too_close|right=far|back=far,Move-Forward,front=mid|left=too_close|right=mid|back=far,0.2,1
front=mid|left=too_close|right=far|back=far,Move-Forward,front=mid|left=too_close|right=far|back=far,0.6,3
front=mid|left=too_close|right=far|back=far,Slight-Right-Turn,front=near|left=too_close|right=mid|back=far,0.111111,1
front=mid|left=too_close|right=far|back=far,Slight-Right-Turn,front=near|left=too_close|right=far|back=far,0.111111,1
front=mid|left=too_close|right=far|back=far,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.222222,2
front=mid|left=too_close|right=far|back=far,Slight-Right-Turn,front=mid|left=too_close|right=far|back=far,0.444444,4
front=mid|left=too_close|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.111111,1
front=mid|left=too_close|right=far|back=far,Sharp-Right-Turn,front=near|left=too_close|right=far|back=far,1.0,1
front=mid|left=too_close|right=far|back=far,Slight-Left-Turn,front=near|left=too_close|right=mid|back=far,0.066667,0
front=mid|left=too_close|right=far|back=far,Slight-Left-Turn,front=near|left=too_close|right=far|back=far,0.2,0
front=mid|left=too_close|right=far|back=far,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=far,0.2,0
front=mid|left=too_close|right=far|back=far,Slight-Left-Turn,front=mid|left=too_close|right=far|back=far,0.466667,0
front=mid|left=too_close|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.066667,0
front=mid|left=ideal|right=near|back=near,Move-Forward,front=mid|left=ideal|right=near|back=near,0.5,1
front=mid|left=ideal|right=near|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.5,1
front=mid|left=ideal|right=near|back=near,Slight-Right-Turn,front=mid|left=ideal|right=near|back=near,0.5,0
front=mid|left=ideal|right=near|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.5,0
front=mid|left=ideal|right=near|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=near|back=near,0.5,0
front=mid|left=ideal|right=near|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.5,0
front=mid|left=ideal|right=near|back=near,Slight-Left-Turn,front=mid|left=ideal|right=near|back=near,0.5,0
front=mid|left=ideal|right=near|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.5,0
front=mid|left=ideal|right=near|back=far,Move-Forward,front=near|left=too_close|right=near|back=far,0.023256,1
front=mid|left=ideal|right=near|back=far,Move-Forward,front=near|left=ideal|right=near|back=far,0.116279,5
front=mid|left=ideal|right=near|back=far,Move-Forward,front=near|left=ideal|right=mid|back=far,0.023256,1
front=mid|left=ideal|right=near|back=far,Move-Forward,front=near|left=ideal|right=far|back=far,0.023256,1
front=mid|left=ideal|right=near|back=far,Move-Forward,front=mid|left=ideal|right=near|back=far,0.697674,30
front=mid|left=ideal|right=near|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.023256,1
front=mid|left=ideal|right=near|back=far,Move-Forward,front=mid|left=ideal|right=far|back=far,0.093023,4
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=near|left=too_close|right=near|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=near|left=ideal|right=near|back=far,0.116279,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=near|left=ideal|right=far|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=mid|left=ideal|right=near|back=far,0.697674,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.093023,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=near|left=too_close|right=near|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=near|left=ideal|right=near|back=far,0.116279,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=near|left=ideal|right=far|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=near|back=far,0.697674,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=far,0.093023,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=near|left=too_close|right=near|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=near|left=ideal|right=near|back=far,0.116279,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=near|left=ideal|right=far|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=mid|left=ideal|right=near|back=far,0.697674,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.023256,0
front=mid|left=ideal|right=near|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=far,0.093023,0
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=near|left=ideal|right=mid|back=near,0.045249,20
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=near|left=ideal|right=mid|back=far,0.004525,2
